MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
201901,AncillaryFFS,EMERGENCY MEDICINE,Payer F,1551
201901,AncillaryFFS,EMERGENCY MEDICINE,Payer O,2149
201901,AncillaryFFS,Emergency Medicine,Payer UN,76
201901,AncillaryFFS,Emergency Response Systems,Payer S,46
201901,AncillaryFFS,EMERGENCY ROOM,Payer CA,574
201901,AncillaryFFS,EMERGENCY ROOM,Payer W,111
201901,AncillaryFFS,ENDOCRINOLOGY,Payer F,1106
201901,AncillaryFFS,ENDOCRINOLOGY,Payer O,575
201901,AncillaryFFS,Endocrinology,Payer UN,0
201901,AncillaryFFS,ENT,Payer W,0
201901,AncillaryFFS,Ent/Otolaryngology,Payer UN,0
201901,AncillaryFFS,FAMILY NURSE PRACTIONER,Payer CA,0
201901,AncillaryFFS,Family Practice,Payer B,129
201901,AncillaryFFS,FAMILY PRACTICE,Payer CA,2080
201901,AncillaryFFS,FAMILY PRACTICE,Payer CO,49
201901,AncillaryFFS,FAMILY PRACTICE,Payer F,3810
201901,AncillaryFFS,FAMILY PRACTICE,Payer O,1629
201901,AncillaryFFS,Family Practice,Payer UN,-27
201901,AncillaryFFS,FAMILY PRACTICE,Payer W,2136
201901,AncillaryFFS,Fitness,Payer S,801
201901,AncillaryFFS,GASTROENTEROLOGY,Payer CA,0
201901,AncillaryFFS,GASTROENTEROLOGY,Payer F,665
201901,AncillaryFFS,GASTROENTEROLOGY,Payer O,351
201901,AncillaryFFS,Gastroenterology,Payer UN,0
201901,AncillaryFFS,General Clinic,Payer UN,0
201901,AncillaryFFS,GENERAL PRACTICE,Payer CA,734
201901,AncillaryFFS,GENERAL PRACTICE,Payer F,2591
201901,AncillaryFFS,GENERAL PRACTICE,Payer O,346
201901,AncillaryFFS,GENERAL PRACTICE,Payer W,171
201901,AncillaryFFS,General Surgery,Payer B,0
201901,AncillaryFFS,GENERAL SURGERY,Payer CA,1041
201901,AncillaryFFS,GENERAL SURGERY,Payer CO,27
201901,AncillaryFFS,GENERAL SURGERY,Payer F,473
201901,AncillaryFFS,GENERAL SURGERY,Payer O,1132
201901,AncillaryFFS,General Surgery,Payer UN,-62
201901,AncillaryFFS,GENERAL SURGERY,Payer W,285
201901,AncillaryFFS,Geriatric Medicine,Payer UN,0
201901,AncillaryFFS,GERIATRICS,Payer CA,106
201901,AncillaryFFS,GERPSY,Payer W,168
201901,AncillaryFFS,GYM,Payer UL,318
201901,AncillaryFFS,Gynecology,Payer UN,-267
201901,AncillaryFFS,HEMATOLOGY,Payer CO,321
201901,AncillaryFFS,HEMATOLOGY/ONCOLOGY,Payer F,1259
201901,AncillaryFFS,HEMATOLOGY/ONCOLOGY,Payer O,450
201901,AncillaryFFS,Home Delivered Meals,Payer S,395
201901,AncillaryFFS,HOME HEALTH,Payer F,71114
201901,AncillaryFFS,HOME HEALTH,Payer O,17024
201901,AncillaryFFS,HOME HEALTH AGENCY,Payer CO,2978
201901,AncillaryFFS,Home Health Agency,Payer S,0
201901,AncillaryFFS,HOME HEALTH AGENCY,Payer W,2210
201901,AncillaryFFS,HOME HEALTH CARE,Payer CA,2210
201901,AncillaryFFS,Home Health Care,Payer UN,1401
201901,AncillaryFFS,HOME HEALTH CENTER,Payer H,10117
201901,AncillaryFFS,HOS/ANCILLARY,Payer F,1554
201901,AncillaryFFS,HOS/ANCILLARY,Payer O,267
201901,AncillaryFFS,HOSPITAL,Payer CA,662
201901,AncillaryFFS,Hospital,Payer UN,76
201901,AncillaryFFS,HOSPITAL,Payer W,56658
201901,AncillaryFFS,HOSPITAL ACUTE CARE,Payer B,0
201901,AncillaryFFS,INDEPENDENT LAB,Payer F,10511
201901,AncillaryFFS,INDEPENDENT LAB,Payer H,1835
201901,AncillaryFFS,INDEPENDENT LAB,Payer O,4892
201901,AncillaryFFS,INFECTIOUS DISEASE,Payer F,881
201901,AncillaryFFS,Infectious Disease,Payer UN,0
201901,AncillaryFFS,INFECTIOUS DISEASES,Payer CA,133
201901,AncillaryFFS,INFUSION CARE,Payer CO,500
201901,AncillaryFFS,INFUSION CARE,Payer W,1090
201901,AncillaryFFS,INFUSION PROVIDER,Payer F,1651
201901,AncillaryFFS,INFUSION PROVIDER,Payer O,25
201901,AncillaryFFS,INTERNAL MEDICINE,Payer B,283
201901,AncillaryFFS,INTERNAL MEDICINE,Payer CA,1502
201901,AncillaryFFS,INTERNAL MEDICINE,Payer F,1407
201901,AncillaryFFS,INTERNAL MEDICINE,Payer O,525
201901,AncillaryFFS,Internal Medicine,Payer S,199
201901,AncillaryFFS,Internal Medicine,Payer UN,-138
201901,AncillaryFFS,INTERNAL MEDICINE,Payer W,2149
201901,AncillaryFFS,INTERVENTIONAL CARDIOLOGY,Payer F,270
201901,AncillaryFFS,INTERVENTIONAL CARDIOLOGY,Payer O,769
201901,AncillaryFFS,LABORATORY,Payer CA,11900
201901,AncillaryFFS,LABORATORY,Payer CO,704
201901,AncillaryFFS,Laboratory,Payer S,1943
201901,AncillaryFFS,Laboratory,Payer UN,5652
201901,AncillaryFFS,LABORATORY,Payer W,3372
201901,AncillaryFFS,LABS(CLINICAL),Payer B,1896
201901,AncillaryFFS,LCSW,Payer W,0
201901,AncillaryFFS,LICENSED CLIN SOC WO,Payer CA,0
201901,AncillaryFFS,Licensed Counselor/Social Wrk,Payer UN,0
201901,AncillaryFFS,MEDICAL DOCTOR,Payer H,7283
201901,AncillaryFFS,MEDICAL SUPPLIER (DME),Payer F,30420
201901,AncillaryFFS,MEDICAL SUPPLIER (DME),Payer O,6582
201901,AncillaryFFS,Medical Supply Company with Prosthetist,Payer UL,1539
201901,AncillaryFFS,MENTAL HEALTH,Payer W,448
201901,AncillaryFFS,MOBIL,Payer W,605
201901,AncillaryFFS,MOBILE DIAGNOSTIC,Payer CA,298
201901,AncillaryFFS,NEPHROLOGY,Payer CA,505
201901,AncillaryFFS,NEPHROLOGY,Payer CO,718
201901,AncillaryFFS,NEPHROLOGY,Payer F,2575
201901,AncillaryFFS,NEPHROLOGY,Payer O,454
201901,AncillaryFFS,Nephrology,Payer S,1029
201901,AncillaryFFS,Nephrology,Payer UN,251
201901,AncillaryFFS,NEPHROLOGY,Payer W,616
201901,AncillaryFFS,NEURO PSYCH MD,Payer W,122
201901,AncillaryFFS,NEUROLOGY,Payer CA,0
201901,AncillaryFFS,NEUROLOGY,Payer O,335
201901,AncillaryFFS,Neurology,Payer UN,0
201901,AncillaryFFS,NOTPROVIDED,Payer B,176
201901,AncillaryFFS,NURSE PRACTITIONER,Payer CA,0
201901,AncillaryFFS,Nurse Practitioner (Arnp),Payer UN,220
201901,AncillaryFFS,NURSE PRACTITIONERS,Payer H,2049
201901,AncillaryFFS,OBSTETRICS & GYNECOLOGY,Payer W,0
201901,AncillaryFFS,Obstetrics And Gynecology,Payer UN,0
201901,AncillaryFFS,OCCUPATIONAL THERAPY,Payer CA,0
201901,AncillaryFFS,ONCOLOGY,Payer CA,133
201901,AncillaryFFS,ONCOLOGY,Payer CO,66
201901,AncillaryFFS,ONCOLOGY,Payer F,1081
201901,AncillaryFFS,Oncology & Hematology,Payer UN,-7170
201901,AncillaryFFS,Opthalmology,Payer UN,-402
201901,AncillaryFFS,Optometry,Payer UN,-383
201901,AncillaryFFS,ORTHOPEDIC SURGERY,Payer CA,2053
201901,AncillaryFFS,ORTHOPEDIC SURGERY,Payer F,2317
201901,AncillaryFFS,ORTHOPEDIC SURGERY,Payer O,17
201901,AncillaryFFS,Orthopedic Surgery,Payer UN,70
201901,AncillaryFFS,ORTHOPEDIC SURGERY,Payer W,153
201901,AncillaryFFS,ORTHOTICS/PROSTHETICS,Payer CA,2774
201901,AncillaryFFS,ORTHOTICS/PROSTHETICS,Payer CO,234
201901,AncillaryFFS,ORTHOTICS/PROSTHETICS,Payer W,486
201901,AncillaryFFS,OSTEOPATH,Payer H,335
201901,AncillaryFFS,OTHER,Payer CA,249
201901,AncillaryFFS,OTHER SPECIALIST,Payer H,460
201901,AncillaryFFS,OTHERS,Payer F,0
201901,AncillaryFFS,OTHERS,Payer O,10
201901,AncillaryFFS,"Otology, Laryngology, Rhinology (ENT)",Payer B,0
201901,AncillaryFFS,OUT OF COUNTRY PROVIDER,Payer F,0
201901,AncillaryFFS,PAIN MANAGEMENT,Payer CA,1532
201901,AncillaryFFS,PAIN MANAGEMENT,Payer F,369
201901,AncillaryFFS,Pain Management,Payer UN,-27
201901,AncillaryFFS,PAIN MANAGEMENT,Payer W,71
201901,AncillaryFFS,PATHOLOGY,Payer CA,504
201901,AncillaryFFS,PATHOLOGY,Payer CO,1079
201901,AncillaryFFS,PATHOLOGY,Payer F,1335
201901,AncillaryFFS,PATHOLOGY,Payer O,485
201901,AncillaryFFS,Pathology,Payer UN,321
201901,AncillaryFFS,PATHOLOGY,Payer W,548
201901,AncillaryFFS,PEDIATRICS,Payer F,236
201901,AncillaryFFS,PEDIATRICS,Payer O,86
201901,AncillaryFFS,Pediatrics,Payer S,204
201901,AncillaryFFS,Pediatrics,Payer UN,348
201901,AncillaryFFS,PHARMACY,Payer B,329
201901,AncillaryFFS,PHYS MEDICINE REHAB,Payer F,378
201901,AncillaryFFS,PHYS MEDICINE REHAB,Payer O,2052
201901,AncillaryFFS,PHYSICAL MEDICINE & REHAB,Payer CA,1052
201901,AncillaryFFS,Physical Therapy,Payer UN,0
201901,AncillaryFFS,PHYSICIAN ASSISTANT,Payer H,947
201901,AncillaryFFS,Physician Assistant,Payer S,204
201901,AncillaryFFS,Physician Assistant,Payer UL,146
201901,AncillaryFFS,Physician Assistant,Payer UN,0
201901,AncillaryFFS,PHYSIO LAB,Payer W,115
201901,AncillaryFFS,PLASTIC SURGERY,Payer CA,205
201901,AncillaryFFS,PLASTIC SURGERY,Payer F,259
201901,AncillaryFFS,PODIATRIST,Payer H,178
201901,AncillaryFFS,PODIATRY,Payer CA,374
201901,AncillaryFFS,PODIATRY,Payer F,1248
201901,AncillaryFFS,PODIATRY,Payer O,1024
201901,AncillaryFFS,Podiatry,Payer S,0
201901,AncillaryFFS,Podiatry,Payer UN,0
201901,AncillaryFFS,PODIATRY,Payer W,673
201901,AncillaryFFS,PORTABLE X-RAY PROVIDER (MOBILE DIAGNOSTIC),Payer O,211
201901,AncillaryFFS,PREVENTIVE MEDICINE,Payer F,755
201901,AncillaryFFS,PROSTHETIC & ORTHOTICS,Payer F,5329
201901,AncillaryFFS,PROSTHETIC & ORTHOTICS,Payer O,698
201901,AncillaryFFS,PSYCA,Payer W,56
201901,AncillaryFFS,PSYCHIATRY,Payer CA,0
201901,AncillaryFFS,PSYCHIATRY,Payer W,368
201901,AncillaryFFS,Psychology,Payer UN,0
201901,AncillaryFFS,PULMONARY DISEASE,Payer F,355
201901,AncillaryFFS,PULMONARY DISEASES,Payer CA,214
201901,AncillaryFFS,Pulmonology,Payer UN,0
201901,AncillaryFFS,RADIATION ONCOLOGY,Payer CA,1492
201901,AncillaryFFS,RADIATION ONCOLOGY,Payer F,674
201901,AncillaryFFS,RADIATION ONCOLOGY,Payer O,509
201901,AncillaryFFS,RADIOL,Payer W,12
201901,AncillaryFFS,Radiology,Payer B,0
201901,AncillaryFFS,RADIOLOGY,Payer CO,17
201901,AncillaryFFS,RADIOLOGY,Payer F,365
201901,AncillaryFFS,RADIOLOGY,Payer O,235
201901,AncillaryFFS,Radiology,Payer UN,90
201901,AncillaryFFS,RADIOLOGY,Payer W,158
201901,AncillaryFFS,Radiology (Diagnostic),Payer UN,0
201901,AncillaryFFS,RADIOLOGY IMAGING CENTER,Payer B,0
201901,AncillaryFFS,RADIOLOGY IMAGING PROVIDER,Payer F,1122
201901,AncillaryFFS,RADIOLOGY IMAGING PROVIDER,Payer O,384
201901,AncillaryFFS,Radiology Oncology,Payer UN,0
201901,AncillaryFFS,Rehabilitation Center,Payer UN,0
201901,AncillaryFFS,REHABILITATION FACILITY,Payer B,646
201901,AncillaryFFS,REHABILITATION HOSPITAL,Payer B,242
201901,AncillaryFFS,RENAL DIALYSIS FACILITY,Payer F,38920
201901,AncillaryFFS,RENAL DIALYSIS FACILITY,Payer O,12178
201901,AncillaryFFS,Rheumatology,Payer UN,-351
201901,AncillaryFFS,SKILLED NURSING FACILITY,Payer CA,2302
201901,AncillaryFFS,SKILLED NURSING FACILITY,Payer W,2887
201901,AncillaryFFS,Skilled Nursing Home,Payer UN,143
201901,AncillaryFFS,SLEEP CENTER,Payer CA,1265
201901,AncillaryFFS,SLEEP CENTER,Payer W,908
201901,AncillaryFFS,SLEEP DIAGNOSTIC FACILITY,Payer F,2083
201901,AncillaryFFS,SLEEP DIAGNOSTIC FACILITY,Payer O,1535
201901,AncillaryFFS,Sleep Disorder Clinic,Payer S,320
201901,AncillaryFFS,SLEEP STUDY CENTER FACILITY,Payer B,13
201901,AncillaryFFS,Social Worker,Payer UN,0
201901,AncillaryFFS,SPC FCLY / CA HOSPITAL,Payer F,465
201901,AncillaryFFS,SPECIAL SERVICES,Payer H,7966
201901,AncillaryFFS,SUBST,Payer W,2495
201901,AncillaryFFS,"Surgery, General",Payer S,166
201901,AncillaryFFS,THERO,Payer CO,535
201901,AncillaryFFS,Transportation,Payer S,707
201901,AncillaryFFS,Unknown MD,Payer UN,0
201901,AncillaryFFS,URGENT CARE CENTER,Payer B,117
201901,AncillaryFFS,URGENT CARE CENTER,Payer CA,2319
201901,AncillaryFFS,URGENT CARE CENTER,Payer F,368
201901,AncillaryFFS,URGENT CARE CENTER,Payer O,780
201901,AncillaryFFS,Urgent Care Center,Payer S,482
201901,AncillaryFFS,URGENT CARE CENTER,Payer W,1836
201901,AncillaryFFS,Urgent Care Facility,Payer UN,1168
201901,AncillaryFFS,UROLOGY,Payer CA,84
201901,AncillaryFFS,Urology,Payer UN,0
201901,AncillaryFFS,Vascular Surgery,Payer B,0
201901,AncillaryFFS,VISION,Payer F,8758
201901,AncillaryFFS,VISION,Payer O,2324
201901,AncillaryFFS,Walk-In Clinic,Payer S,154
201901,AncillaryFFS,WOUND,Payer W,1773
201901,AncillaryFFS,Wound Care Center,Payer S,1510
201901,AncillaryFFS,WOUND CARE SPECIALISTS,Payer F,665
201901,AncillaryFFS,WOUND CARE SPECIALISTS,Payer O,502
201901,AncillaryFFS,WOUNDCARE,Payer CA,943
201901,ASCServices,,Payer F,303
201901,ASCServices,ABULATORY SURGICAL CENTER,Payer CO,1842
201901,ASCServices,AMBULATORY SURGERY CENTER,Payer B,795
201901,ASCServices,Ambulatory Surgery Center,Payer S,745
201901,ASCServices,AMBULATORY SURGICAL CENTER,Payer CA,10387
201901,ASCServices,AMBULATORY SURGICAL CENTER,Payer F,12251
201901,ASCServices,AMBULATORY SURGICAL CENTER,Payer O,1952
201901,ASCServices,Ambulatory Surgical Center,Payer UL,0
201901,ASCServices,AMBULATORY SURGICAL CENTER,Payer W,2327
201901,ASCServices,Ambulatory Surgical Centers,Payer UN,8032
201901,ASCServices,ANESTHESIOLOGIST,Payer H,1363
201901,ASCServices,Anesthesiology,Payer B,149
201901,ASCServices,ANESTHESIOLOGY,Payer CA,4683
201901,ASCServices,ANESTHESIOLOGY,Payer CO,2341
201901,ASCServices,ANESTHESIOLOGY,Payer F,13215
201901,ASCServices,ANESTHESIOLOGY,Payer O,1212
201901,ASCServices,Anesthesiology,Payer S,66
201901,ASCServices,Anesthesiology,Payer UN,509
201901,ASCServices,ANESTHESIOLOGY,Payer W,487
201901,ASCServices,"Anesthetist, Nurse",Payer S,231
201901,ASCServices,ASC,Payer F,64731
201901,ASCServices,ASC,Payer O,16653
201901,ASCServices,CARDIOLOGY,Payer F,665
201901,ASCServices,CARDIOLOGY,Payer O,989
201901,ASCServices,Cardiology,Payer UN,1667
201901,ASCServices,CARV,Payer CO,1085
201901,ASCServices,CERTIFIED NURSE ANESTHETIST,Payer B,98
201901,ASCServices,CERTIFIED REGISTERED NURSE ANESTHETIST,Payer B,620
201901,ASCServices,COLON / RECTAL SURGERY,Payer CA,392
201901,ASCServices,COLORECTAL SURGERY,Payer F,1312
201901,ASCServices,DIAGNOSTIC RADIOLOGY,Payer CA,344
201901,ASCServices,DURABLE MEDICAL EQUIPMENT,Payer CA,0
201901,ASCServices,DURABLE MEDICAL EQUIPMENT,Payer W,0
201901,ASCServices,ENT,Payer F,1518
201901,ASCServices,ENT,Payer O,1239
201901,ASCServices,Ent/Otolaryngology,Payer UN,2085
201901,ASCServices,FAMILY PRACTICE,Payer F,143
201901,ASCServices,Gastroenterology,Payer B,413
201901,ASCServices,GASTROENTEROLOGY,Payer CA,4172
201901,ASCServices,GASTROENTEROLOGY,Payer CO,2240
201901,ASCServices,GASTROENTEROLOGY,Payer F,9064
201901,ASCServices,GASTROENTEROLOGY,Payer O,3296
201901,ASCServices,Gastroenterology,Payer S,122
201901,ASCServices,Gastroenterology,Payer UN,2026
201901,ASCServices,GASTROENTEROLOGY,Payer W,773
201901,ASCServices,General Practice,Payer S,214
201901,ASCServices,GENERAL SURGERY,Payer CA,2199
201901,ASCServices,GENERAL SURGERY,Payer F,507
201901,ASCServices,GENERAL SURGERY,Payer O,714
201901,ASCServices,HAND SURGERY,Payer F,765
201901,ASCServices,HAND SURGERY,Payer O,2462
201901,ASCServices,INDEPENDENT LAB,Payer F,1056
201901,ASCServices,INDEPENDENT LAB,Payer O,532
201901,ASCServices,INTERNAL MEDICINE,Payer B,103
201901,ASCServices,INTERNAL MEDICINE,Payer F,420
201901,ASCServices,MEDICAL DOCTOR,Payer H,3094
201901,ASCServices,NEPHROLOGY,Payer F,797
201901,ASCServices,NEUROLOGY,Payer O,279
201901,ASCServices,Nurse Practitioner (Arnp),Payer UN,273
201901,ASCServices,OPHTHALMOLOGY,Payer CA,719
201901,ASCServices,OPHTHALMOLOGY,Payer CO,1996
201901,ASCServices,Ophthamology,Payer B,648
201901,ASCServices,Opthalmology,Payer UN,2602
201901,ASCServices,ORTHOPEDIC SURGERY,Payer CA,354
201901,ASCServices,ORTHOPEDIC SURGERY,Payer F,2213
201901,ASCServices,ORTHOPEDIC SURGERY,Payer O,991
201901,ASCServices,Orthopedic Surgery,Payer UN,1663
201901,ASCServices,PAIN MANAGEMENT,Payer B,89
201901,ASCServices,PAIN MANAGEMENT,Payer CA,702
201901,ASCServices,PAIN MANAGEMENT,Payer F,665
201901,ASCServices,PAIN MANAGEMENT,Payer O,1393
201901,ASCServices,PAIN MANAGEMENT,Payer W,808
201901,ASCServices,PATHOLOGY,Payer CA,159
201901,ASCServices,PATHOLOGY,Payer CO,498
201901,ASCServices,PATHOLOGY,Payer F,1146
201901,ASCServices,PATHOLOGY,Payer O,1255
201901,ASCServices,Pathology,Payer S,0
201901,ASCServices,PEDANE,Payer W,310
201901,ASCServices,Pediatrics,Payer UN,125
201901,ASCServices,PHYS MEDICINE REHAB,Payer F,819
201901,ASCServices,PHYS MEDICINE REHAB,Payer O,2090
201901,ASCServices,PHYSICAL MEDICINE & REHAB,Payer CA,1364
201901,ASCServices,PHYSICAL MEDICINE & REHABILITATION,Payer W,446
201901,ASCServices,Physician/Anesthesiology,Payer UL,168
201901,ASCServices,Physician/Gastroenterology,Payer UL,240
201901,ASCServices,PLASTIC SURGERY,Payer F,646
201901,ASCServices,PODIATRY,Payer CO,533
201901,ASCServices,PODIATRY,Payer F,614
201901,ASCServices,Podiatry,Payer UN,771
201901,ASCServices,PODIATRY,Payer W,1012
201901,ASCServices,REGISTERED NURSE,Payer H,246
201901,ASCServices,SURGICAL CENTER,Payer H,4665
201901,ASCServices,UROLOGY,Payer CA,2012
201901,ASCServices,UROLOGY,Payer F,935
201901,ASCServices,UROLOGY,Payer O,1294
201901,ASCServices,Urology,Payer UN,265
201901,ASCServices,VISION,Payer F,1347
201901,ERServices,,Payer F,653
201901,ERServices,,Payer S,25
201901,ERServices,ADLMED,Payer W,63
201901,ERServices,ADVANCED REGISTERED NURSE PRACTITIONER,Payer B,338
201901,ERServices,ADVANCED RN PRACT,Payer CA,451
201901,ERServices,ANATOM,Payer W,0
201901,ERServices,ARNP,Payer CA,505
201901,ERServices,CARDIAC ELECTROPHYSIOLOGY,Payer F,12
201901,ERServices,CARDIAC ELECTROPHYSIOLOGY,Payer O,40
201901,ERServices,CARDIAC ELECTROPHYSIOLOGY,Payer W,81
201901,ERServices,CARDIOLOGY,Payer CA,116
201901,ERServices,CARDIOLOGY,Payer F,1300
201901,ERServices,CARDIOLOGY,Payer O,455
201901,ERServices,Cardiology,Payer S,26
201901,ERServices,CARDIOLOGY,Payer W,833
201901,ERServices,Cardiology/Cardiovascular Disease,Payer B,24
201901,ERServices,CARDIOVASCULAR SURGERY,Payer CA,156
201901,ERServices,CARDIOVASCULAR SURGERY,Payer CO,33
201901,ERServices,Certified Nurse Practitioner,Payer S,337
201901,ERServices,CLINIC,Payer CA,0
201901,ERServices,CLINIC,Payer CO,239
201901,ERServices,CRITICAL CARE,Payer F,2307
201901,ERServices,CVS,Payer W,9
201901,ERServices,DERMATOLOGY,Payer O,512
201901,ERServices,DIAG X-RAY CLINIC,Payer H,1174
201901,ERServices,DIAGNOSTIC RADIOLOGY,Payer CA,2385
201901,ERServices,DIAGNOSTIC RADIOLOGY,Payer CO,1076
201901,ERServices,Diagnostic Radiology,Payer S,1365
201901,ERServices,DURABLE MEDICAL EQUIPMENT,Payer W,464
201901,ERServices,ElectroPhysiologic Study,Payer CA,19
201901,ERServices,EMERGENCY MEDICINE,Payer CO,1747
201901,ERServices,EMERGENCY MEDICINE,Payer F,22813
201901,ERServices,EMERGENCY MEDICINE,Payer O,12363
201901,ERServices,Emergency Medicine,Payer S,587
201901,ERServices,Emergency Medicine,Payer UN,1349
201901,ERServices,"Emergency Medicine, General Practice",Payer B,333
201901,ERServices,EMERGENCY ROOM,Payer CA,6158
201901,ERServices,EMERGENCY ROOM,Payer W,3582
201901,ERServices,FAMILY NURSE PRACTIONER,Payer CA,52
201901,ERServices,FAMILY PRACTICE,Payer B,186
201901,ERServices,FAMILY PRACTICE,Payer CA,868
201901,ERServices,FAMILY PRACTICE,Payer F,2951
201901,ERServices,FAMILY PRACTICE,Payer O,807
201901,ERServices,FAMILY PRACTICE,Payer W,359
201901,ERServices,Family Practice Nurse Prac,Payer S,158
201901,ERServices,GASTROENTEROLOGY,Payer F,288
201901,ERServices,GENERAL PRACTICE,Payer CA,468
201901,ERServices,GENERAL PRACTICE,Payer F,447
201901,ERServices,GENERAL PRACTICE,Payer O,208
201901,ERServices,GENERAL PRACTICE,Payer W,655
201901,ERServices,GENERAL SURGERY,Payer CA,155
201901,ERServices,GENERAL SURGERY,Payer F,367
201901,ERServices,GENERAL SURGERY,Payer O,482
201901,ERServices,HOSPICE,Payer F,150
201901,ERServices,HOSPITAL,Payer CA,37236
201901,ERServices,HOSPITAL,Payer CO,5046
201901,ERServices,HOSPITAL,Payer H,42512
201901,ERServices,Hospital,Payer UN,2201
201901,ERServices,HOSPITAL,Payer W,1883
201901,ERServices,HOSPITAL ACUTE CARE,Payer B,1220
201901,ERServices,HOSPITALIST,Payer B,158
201901,ERServices,HOSPITALIST,Payer F,519
201901,ERServices,HOSPITALIST,Payer O,981
201901,ERServices,Hospitalist,Payer UN,332
201901,ERServices,INDEPENDENT LAB,Payer H,229
201901,ERServices,Internal Medicine,Payer B,347
201901,ERServices,INTERNAL MEDICINE,Payer CA,533
201901,ERServices,INTERNAL MEDICINE,Payer CO,10
201901,ERServices,INTERNAL MEDICINE,Payer F,3150
201901,ERServices,INTERNAL MEDICINE,Payer O,665
201901,ERServices,Internal Medicine,Payer S,370
201901,ERServices,INTERNAL MEDICINE,Payer W,151
201901,ERServices,INTERVENTIONAL CARDIOLOGY,Payer CA,11
201901,ERServices,INTERVENTIONAL CARDIOLOGY,Payer F,377
201901,ERServices,INTERVENTIONAL CARDIOLOGY,Payer O,48
201901,ERServices,INTERVENTIONAL CARDIOLOGY,Payer W,8
201901,ERServices,INTERVENTIONAL RADIOLOGY,Payer CA,120
201901,ERServices,INTERVENTIONAL RADIOLOGY,Payer F,1665
201901,ERServices,INTERVENTIONAL RADIOLOGY,Payer O,215
201901,ERServices,LABORATORY,Payer W,39
201901,ERServices,MEDICAL DOCTOR,Payer H,10054
201901,ERServices,MEDICAL SUPPLIER (DME),Payer F,428
201901,ERServices,MULT,Payer CA,364
201901,ERServices,NEUROLOGY,Payer F,75
201901,ERServices,NEURORADIOLOGY,Payer F,479
201901,ERServices,Nuclear Medicine,Payer S,10
201901,ERServices,NURSE PRACTITIONER,Payer CA,798
201901,ERServices,NURSE PRACTITIONERS,Payer H,995
201901,ERServices,OBSTETRICS & GYNECOLOGY,Payer F,158
201901,ERServices,OBSTETRICS & GYNECOLOGY,Payer W,58
201901,ERServices,ORTHOPEDIC SURGERY,Payer F,459
201901,ERServices,OSTEOPATH,Payer H,547
201901,ERServices,OUT,Payer F,81724
201901,ERServices,OUT,Payer O,75401
201901,ERServices,PATHOLOGY,Payer CA,0
201901,ERServices,PATHOLOGY,Payer F,70
201901,ERServices,PATHOLOGY,Payer O,32
201901,ERServices,Pathology,Payer UN,0
201901,ERServices,PATHOLOGY,Payer W,10
201901,ERServices,Pathology - Anatomic - Clinic,Payer S,0
201901,ERServices,PHYSICIAN ASSISTANT,Payer H,1701
201901,ERServices,Physician Assistant,Payer S,718
201901,ERServices,PHYSICIAN'S ASSISTANT,Payer CA,899
201901,ERServices,Physician/Diagnostic Radiology,Payer UL,12
201901,ERServices,Physician/Emergency Medicine,Payer UL,149
201901,ERServices,Physician/Family Practice,Payer UL,378
201901,ERServices,PSYCHIATRIC FAC,Payer H,351
201901,ERServices,PULMONARY DISEASE,Payer F,352
201901,ERServices,PULMONARY DISEASES,Payer CA,235
201901,ERServices,RADIOL,Payer W,548
201901,ERServices,Radiology,Payer B,617
201901,ERServices,RADIOLOGY,Payer CA,2277
201901,ERServices,RADIOLOGY,Payer CO,1417
201901,ERServices,RADIOLOGY,Payer F,7539
201901,ERServices,RADIOLOGY,Payer O,2347
201901,ERServices,Radiology,Payer UN,723
201901,ERServices,RADIOLOGY,Payer W,1272
201901,ERServices,Radiology (Diagnostic),Payer UN,51
201901,ERServices,RESIDENT,Payer CA,0
201901,ERServices,RESPIRATORY THERAPY,Payer CA,190
201901,ERServices,RHEUMATOLOGY,Payer F,9
201901,ERServices,RHEUMATOLOGY,Payer O,247
201901,ERServices,SURGERY ONCOLOGY,Payer F,9
201901,ERServices,Surgical Assistant Employer,Payer B,205
201901,ERServices,Therapeutic Radiology,Payer S,16
201901,ERServices,URGENT CARE MEDICINE,Payer F,1209
201901,ERServices,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,31
201901,ERServices,VASCULAR SURGERY,Payer F,99
201901,ERServices,VASCULAR SURGERY,Payer W,153
201901,InpatientServices,,Payer F,336
201901,InpatientServices,ADVANCED RN PRACT,Payer CA,2041
201901,InpatientServices,ALLERGY & IMMUNOLOGY,Payer F,235
201901,InpatientServices,ALLERGY & IMMUNOLOGY,Payer O,178
201901,InpatientServices,Ambulatory Surgery Center,Payer S,0
201901,InpatientServices,ANATOM,Payer W,95
201901,InpatientServices,ANATOMIC AND CLINICAL PATHOLOGY,Payer F,58
201901,InpatientServices,ANATOMIC AND CLINICAL PATHOLOGY,Payer O,550
201901,InpatientServices,Anatomic Path & Clinical Path,Payer S,210
201901,InpatientServices,ANES ASSIST,Payer CA,244
201901,InpatientServices,ANESTHESIOLOGIST,Payer H,2870
201901,InpatientServices,Anesthesiology,Payer B,337
201901,InpatientServices,ANESTHESIOLOGY,Payer CA,2491
201901,InpatientServices,ANESTHESIOLOGY,Payer CO,842
201901,InpatientServices,ANESTHESIOLOGY,Payer F,9445
201901,InpatientServices,ANESTHESIOLOGY,Payer O,5966
